sample_name	mtx_study_accession	mtx_run_accession	mgx_study_accession	mgx_run_accession	sample_type
MSM9VZEY	PRJNA398089	SRR5949558	PRJNA398089	SRR5936199	human_gut
MSM79HBB	PRJNA398089	SRR5949559	PRJNA398089	SRR5935825	human_gut
CSM7KOOR	PRJNA398089	SRR5949560	PRJNA398089	SRR5950530	human_gut
HSM7J4K2	PRJNA398089	SRR5949561	PRJNA398089	SRR5935852	human_gut
HSM7J4JD	PRJNA398089	SRR5949562	PRJNA398089	SRR5935822	human_gut
CSM7KOTC	PRJNA398089	SRR5949563	PRJNA398089	SRR5950564	human_gut
HSM7J4IS	PRJNA398089	SRR5949564	PRJNA398089	SRR5936090	human_gut
PSM7J18M	PRJNA398089	SRR5949565	PRJNA398089	SRR5936147	human_gut
MSM79H9Y	PRJNA398089	SRR5949566	PRJNA398089	SRR5936115	human_gut
PSM7J19F	PRJNA398089	SRR5949567	PRJNA398089	SRR5936116	human_gut
MSM79HF5	PRJNA398089	SRR5949568	PRJNA398089	SRR5935884	human_gut
PSM7J17V	PRJNA398089	SRR5949569	PRJNA398089	SRR5935818	human_gut
HSM7J4MS	PRJNA398089	SRR5949570	PRJNA398089	SRR5935819	human_gut
CSM7KONU	PRJNA398089	SRR5949571	PRJNA398089	SRR5936190	human_gut
MSM79HAL	PRJNA398089	SRR5949572	PRJNA398089	SRR5936140	human_gut
HSM7J4HQ	PRJNA398089	SRR5949573	PRJNA398089	SRR5935987	human_gut
MSM79HDE	PRJNA398089	SRR5949574	PRJNA398089	SRR5935988	human_gut
MSM79HA3	PRJNA398089	SRR5949575	PRJNA398089	SRR5935989	human_gut
HSM7J4GR	PRJNA398089	SRR5949576	PRJNA398089	SRR5935993	human_gut
CSM79HNU	PRJNA398089	SRR5949577	PRJNA398089	SRR5946826	human_gut
HSM7CYX8	PRJNA398089	SRR5949578	PRJNA398089	SRR5935880	human_gut
MSM79H5Y	PRJNA398089	SRR5949579	PRJNA398089	SRR5935876	human_gut
PSM7J19B	PRJNA398089	SRR5949580	PRJNA398089	SRR5935877	human_gut
HSM67VH1	PRJNA398089	SRR5949581	PRJNA398089	SRR5936142	human_gut
HSM7CZ1Z	PRJNA398089	SRR5949582	PRJNA398089	SRR5935881	human_gut
HSM7CZ3A	PRJNA398089	SRR5949583	PRJNA398089	SRR5935882	human_gut
PSM6XBUG	PRJNA398089	SRR5949584	PRJNA398089	SRR5935879	human_gut
HSM7J4NY	PRJNA398089	SRR5949585	PRJNA398089	SRR5950717	human_gut
MSM79H7M	PRJNA398089	SRR5949586	PRJNA398089	SRR5935782	human_gut
HSM7J4ME	PRJNA398089	SRR5949587	PRJNA398089	SRR5936027	human_gut
HSM6XRR5	PRJNA398089	SRR5949588	PRJNA398089	SRR5936042	human_gut
MSM6J2JD	PRJNA398089	SRR5949589	PRJNA398089	SRR5936040	human_gut
HSM5MD41	PRJNA398089	SRR5949590	PRJNA398089	SRR5936039	human_gut
MSM6J2LJ	PRJNA398089	SRR5949591	PRJNA398089	SRR5936038	human_gut
HSM6XRSN	PRJNA398089	SRR5949592	PRJNA398089	SRR5936045	human_gut
CSM5MCZF	PRJNA398089	SRR5949593	PRJNA398089	SRR5936166	human_gut
MSM6J2JR	PRJNA398089	SRR5949594	PRJNA398089	SRR5935784	human_gut
ESM5MED2	PRJNA398089	SRR5949595	PRJNA398089	SRR5936049	human_gut
MSM6J2HT	PRJNA398089	SRR5949596	PRJNA398089	SRR5935749	human_gut
HSM5MD73	PRJNA398089	SRR5949597	PRJNA398089	SRR5936220	human_gut
CSM5MCXP	PRJNA398089	SRR5949598	PRJNA398089	SRR5936224	human_gut
CSM67UA2	PRJNA398089	SRR5949599	PRJNA398089	SRR5935780	human_gut
ESM5MEB7	PRJNA398089	SRR5949600	PRJNA398089	SRR5935947	human_gut
CSM67U9H	PRJNA398089	SRR5949601	PRJNA398089	SRR5935767	human_gut
CSM5MCZD	PRJNA398089	SRR5949602	PRJNA398089	SRR5935946	human_gut
HSM5MD6K	PRJNA398089	SRR5949603	PRJNA398089	SRR5935764	human_gut
HSM5MD7Q	PRJNA398089	SRR5949604	PRJNA398089	SRR5936223	human_gut
CSM5MCY2	PRJNA398089	SRR5949605	PRJNA398089	SRR5936163	human_gut
MSM6J2SE	PRJNA398089	SRR5949606	PRJNA398089	SRR5936035	human_gut
MSM6J2PK	PRJNA398089	SRR5949607	PRJNA398089	SRR5936036	human_gut
PSM6XBSE	PRJNA398089	SRR5949608	PRJNA398089	SRR5935961	human_gut
MSM9VZOU	PRJNA398089	SRR5950246	PRJNA398089	SRR5947080	human_gut
HSMA33O3	PRJNA398089	SRR5950247	PRJNA398089	SRR5947083	human_gut
PSM7J15S	PRJNA398089	SRR5950248	PRJNA398089	SRR5947077	human_gut
HSMA33OR	PRJNA398089	SRR5950249	PRJNA398089	SRR5946855	human_gut
PSM7J163	PRJNA398089	SRR5950250	PRJNA398089	SRR5947079	human_gut
PSM7J14R	PRJNA398089	SRR5950251	PRJNA398089	SRR5947078	human_gut
PSM7J14T	PRJNA398089	SRR5950252	PRJNA398089	SRR5947087	human_gut
MSM9VZJZ	PRJNA398089	SRR5950253	PRJNA398089	SRR5947081	human_gut
MSMB4LYH	PRJNA398089	SRR5950254	PRJNA398089	SRR5946709	human_gut
MSM5LLDI	PRJNA398089	SRR5950255	PRJNA398089	SRR5946771	human_gut
MSM5LLDK	PRJNA398089	SRR5950256	PRJNA398089	SRR5946775	human_gut
PSMB4MC5	PRJNA398089	SRR5950257	PRJNA398089	SRR5946710	human_gut
CSM9X22S	PRJNA398089	SRR5950258	PRJNA398089	SRR5950514	human_gut
PSMA267R	PRJNA398089	SRR5950259	PRJNA398089	SRR5946765	human_gut
HSMA33QY	PRJNA398089	SRR5950260	PRJNA398089	SRR5946767	human_gut
HSMA33PZ	PRJNA398089	SRR5950261	PRJNA398089	SRR5946764	human_gut
MSM5LLDU	PRJNA398089	SRR5950262	PRJNA398089	SRR5946769	human_gut
MSM5LLDM	PRJNA398089	SRR5950263	PRJNA398089	SRR5946770	human_gut
PSMA267H	PRJNA398089	SRR5950264	PRJNA398089	SRR5946766	human_gut
MSM5LLDQ	PRJNA398089	SRR5950265	PRJNA398089	SRR5946768	human_gut
PSM7J4EF	PRJNA398089	SRR5950266	PRJNA398089	SRR5946734	human_gut
HSMA33IA	PRJNA398089	SRR5950267	PRJNA398089	SRR5946738	human_gut
HSMA33P6	PRJNA398089	SRR5950268	PRJNA398089	SRR5946732	human_gut
HSMA33OD	PRJNA398089	SRR5950269	PRJNA398089	SRR5946736	human_gut
MSM9VZKC	PRJNA398089	SRR5950270	PRJNA398089	SRR5946731	human_gut
CSMAIG7X	PRJNA398089	SRR5950271	PRJNA398089	SRR5950539	human_gut
HSMA33OT	PRJNA398089	SRR5950272	PRJNA398089	SRR5947084	human_gut
PSM7J15U	PRJNA398089	SRR5950273	PRJNA398089	SRR5946735	human_gut
CSM9X1YV	PRJNA398089	SRR5950274	PRJNA398089	SRR5950587	human_gut
MSM9VZMI	PRJNA398089	SRR5950275	PRJNA398089	SRR5946737	human_gut
PSMA267P	PRJNA398089	SRR5950276	PRJNA398089	SRR5946763	human_gut
HSMA33LJ	PRJNA398089	SRR5950277	PRJNA398089	SRR5946717	human_gut
CSM9X22K	PRJNA398089	SRR5950278	PRJNA398089	SRR5950551	human_gut
MSMA26BR	PRJNA398089	SRR5950279	PRJNA398089	SRR5946723	human_gut
MSM9VZI6	PRJNA398089	SRR5950280	PRJNA398089	SRR5946725	human_gut
MSMA26AV	PRJNA398089	SRR5950281	PRJNA398089	SRR5946722	human_gut
PSMA269G	PRJNA398089	SRR5950282	PRJNA398089	SRR5946727	human_gut
PSMA269S	PRJNA398089	SRR5950283	PRJNA398089	SRR5946724	human_gut
HSMA33MK	PRJNA398089	SRR5950284	PRJNA398089	SRR5946718	human_gut
HSMA33LH	PRJNA398089	SRR5950285	PRJNA398089	SRR5946726	human_gut
HSMA33M8	PRJNA398089	SRR5950286	PRJNA398089	SRR5946894	human_gut
HSMA33RF	PRJNA398089	SRR5950287	PRJNA398089	SRR5946898	human_gut
CSM9X23B	PRJNA398089	SRR5950288	PRJNA398089	SRR5950553	human_gut
MSMB4LXY	PRJNA398089	SRR5950289	PRJNA398089	SRR5946639	human_gut
PSMB4MBK	PRJNA398089	SRR5950290	PRJNA398089	SRR5946635	human_gut
MSMAPC64	PRJNA398089	SRR5950291	PRJNA398089	SRR5946637	human_gut
CSM9X23N	PRJNA398089	SRR5950292	PRJNA398089	SRR5950710	human_gut
HSMA33RT	PRJNA398089	SRR5950293	PRJNA398089	SRR5946636	human_gut
MSMB4LXW	PRJNA398089	SRR5950294	PRJNA398089	SRR5946632	human_gut
MSMAPC5D	PRJNA398089	SRR5950295	PRJNA398089	SRR5946630	human_gut
CSM9X219	PRJNA398089	SRR5950296	PRJNA398089	SRR5950623	human_gut
PSMA265X	PRJNA398089	SRR5950297	PRJNA398089	SRR5946743	human_gut
PSMA264S	PRJNA398089	SRR5950298	PRJNA398089	SRR5947062	human_gut
PSMA265N	PRJNA398089	SRR5950299	PRJNA398089	SRR5946926	human_gut
MSM9VZKE	PRJNA398089	SRR5950300	PRJNA398089	SRR5946925	human_gut
MSM9VZL5	PRJNA398089	SRR5950301	PRJNA398089	SRR5946924	human_gut
HSMA33SK	PRJNA398089	SRR5950302	PRJNA398089	SRR5946708	human_gut
MSMB4LZ8	PRJNA398089	SRR5950303	PRJNA398089	SRR5946707	human_gut
MSMAPC5L	PRJNA398089	SRR5950304	PRJNA398089	SRR5946891	human_gut
MSMAPC6G	PRJNA398089	SRR5950305	PRJNA398089	SRR5946887	human_gut
HSMA33RD	PRJNA398089	SRR5950306	PRJNA398089	SRR5946888	human_gut
CSM9X237	PRJNA398089	SRR5950307	PRJNA398089	SRR5950556	human_gut
MSMAPC7T	PRJNA398089	SRR5950308	PRJNA398089	SRR5946825	human_gut
MSMAPC59	PRJNA398089	SRR5950309	PRJNA398089	SRR5946892	human_gut
PSMA269O	PRJNA398089	SRR5950310	PRJNA398089	SRR5946893	human_gut
MSMAPC6K	PRJNA398089	SRR5950311	PRJNA398089	SRR5946889	human_gut
MSMB4LZR	PRJNA398089	SRR5950312	PRJNA398089	SRR5946714	human_gut
MSMB4LZC	PRJNA398089	SRR5950313	PRJNA398089	SRR5946713	human_gut
HSMA33SI	PRJNA398089	SRR5950314	PRJNA398089	SRR5946712	human_gut
MSMB4LZX	PRJNA398089	SRR5950315	PRJNA398089	SRR5946711	human_gut
HSMA33Q6	PRJNA398089	SRR5950316	PRJNA398089	SRR5946886	human_gut
PSMA26A3	PRJNA398089	SRR5950317	PRJNA398089	SRR5946890	human_gut
PSMB4MC7	PRJNA398089	SRR5950318	PRJNA398089	SRR5946633	human_gut
PSMB4MBS	PRJNA398089	SRR5950319	PRJNA398089	SRR5946634	human_gut
HSMA33IC	PRJNA398089	SRR5950320	PRJNA398089	SRR5946809	human_gut
CSM9X1Z4	PRJNA398089	SRR5950321	PRJNA398089	SRR5950616	human_gut
HSMA33SG	PRJNA398089	SRR5950322	PRJNA398089	SRR5946640	human_gut
HSMA33KE	PRJNA398089	SRR5950323	PRJNA398089	SRR5946807	human_gut
HSMA33JR	PRJNA398089	SRR5950324	PRJNA398089	SRR5946678	human_gut
PSMA2668	PRJNA398089	SRR5950325	PRJNA398089	SRR5946677	human_gut
HSMA33J3	PRJNA398089	SRR5950326	PRJNA398089	SRR5946931	human_gut
HSMA33IK	PRJNA398089	SRR5950327	PRJNA398089	SRR5946932	human_gut
HSMA33OZ	PRJNA398089	SRR5950328	PRJNA398089	SRR5947016	human_gut
MSMA26DM	PRJNA398089	SRR5950329	PRJNA398089	SRR5947017	human_gut
PSMA265L	PRJNA398089	SRR5950330	PRJNA398089	SRR5946676	human_gut
MSM9VZP3	PRJNA398089	SRR5950331	PRJNA398089	SRR5946679	human_gut
CSM9X1Y3	PRJNA398089	SRR5950332	PRJNA398089	SRR5950580	human_gut
MSM9VZJB	PRJNA398089	SRR5950333	PRJNA398089	SRR5947020	human_gut
MSMA267V	PRJNA398089	SRR5950334	PRJNA398089	SRR5947018	human_gut
MSM9VZKI	PRJNA398089	SRR5950335	PRJNA398089	SRR5947019	human_gut
CSMA9J65	PRJNA398089	SRR5950336	PRJNA398089	SRR5950645	human_gut
MSM9VZLP	PRJNA398089	SRR5950337	PRJNA398089	SRR5935978	human_gut
HSM7J4K8	PRJNA398089	SRR5950338	PRJNA398089	SRR5936144	human_gut
CSM7KOUL	PRJNA398089	SRR5950339	PRJNA398089	SRR5950650	human_gut
HSM7J4N6	PRJNA398089	SRR5950340	PRJNA398089	SRR5936145	human_gut
PSM7J12R	PRJNA398089	SRR5950341	PRJNA398089	SRR5936146	human_gut
MSM9VZF3	PRJNA398089	SRR5950342	PRJNA398089	SRR5935923	human_gut
PSM7J15W	PRJNA398089	SRR5950343	PRJNA398089	SRR5935921	human_gut
PSM7J14L	PRJNA398089	SRR5950344	PRJNA398089	SRR5935920	human_gut
MSM9VZFF	PRJNA398089	SRR5950345	PRJNA398089	SRR5936143	human_gut
MSM9VZOQ	PRJNA398089	SRR5950346	PRJNA398089	SRR5946808	human_gut
MSM9VZLT	PRJNA398089	SRR5950347	PRJNA398089	SRR5946929	human_gut
MSMA26BX	PRJNA398089	SRR5950348	PRJNA398089	SRR5946834	human_gut
MSMAPC7J	PRJNA398089	SRR5950349	PRJNA398089	SRR5946831	human_gut
MSMAPC6A	PRJNA398089	SRR5950350	PRJNA398089	SRR5946833	human_gut
PSMA269W	PRJNA398089	SRR5950351	PRJNA398089	SRR5946835	human_gut
MSMAPC7R	PRJNA398089	SRR5950352	PRJNA398089	SRR5946829	human_gut
CSM9X235	PRJNA398089	SRR5950353	PRJNA398089	SRR5950595	human_gut
HSMA33M2	PRJNA398089	SRR5950354	PRJNA398089	SRR5946830	human_gut
CSM9X22U	PRJNA398089	SRR5950355	PRJNA398089	SRR5950591	human_gut
HSMA33RX	PRJNA398089	SRR5950356	PRJNA398089	SRR5946705	human_gut
MSMB4LYB	PRJNA398089	SRR5950357	PRJNA398089	SRR5946706	human_gut
HSMA33R5	PRJNA398089	SRR5950358	PRJNA398089	SRR5946827	human_gut
HSMA33QO	PRJNA398089	SRR5950359	PRJNA398089	SRR5946828	human_gut
MSMB4LZK	PRJNA398089	SRR5950360	PRJNA398089	SRR5947057	human_gut
MSM9VZIY	PRJNA398089	SRR5950361	PRJNA398089	SRR5947023	human_gut
MSM9VZHJ	PRJNA398089	SRR5950362	PRJNA398089	SRR5947022	human_gut
PSMA266I	PRJNA398089	SRR5950363	PRJNA398089	SRR5946813	human_gut
MSM9VZHB	PRJNA398089	SRR5950364	PRJNA398089	SRR5946803	human_gut
PSMA264U	PRJNA398089	SRR5950365	PRJNA398089	SRR5946804	human_gut
HSMA33JD	PRJNA398089	SRR5950366	PRJNA398089	SRR5946805	human_gut
MSM9VZP1	PRJNA398089	SRR5950367	PRJNA398089	SRR5947021	human_gut
MSM9VZIM	PRJNA398089	SRR5950368	PRJNA398089	SRR5947025	human_gut
HSMA33J5	PRJNA398089	SRR5950369	PRJNA398089	SRR5947024	human_gut
MSM9VZLB	PRJNA398089	SRR5950370	PRJNA398089	SRR5946905	human_gut
PSM7J15O	PRJNA398089	SRR5950371	PRJNA398089	SRR5935836	human_gut
PSM7J14N	PRJNA398089	SRR5950372	PRJNA398089	SRR5935878	human_gut
HSMA33NA	PRJNA398089	SRR5950373	PRJNA398089	SRR5936149	human_gut
MSM9VZES	PRJNA398089	SRR5950374	PRJNA398089	SRR5936148	human_gut
MSM79H7G	PRJNA398089	SRR5950375	PRJNA398089	SRR5936152	human_gut
PSM7J13M	PRJNA398089	SRR5950376	PRJNA398089	SRR5936151	human_gut
CSM9X1XU	PRJNA398089	SRR5950377	PRJNA398089	SRR5950643	human_gut
HSM7J4KK	PRJNA398089	SRR5950378	PRJNA398089	SRR5935848	human_gut
MSM9VZPH	PRJNA398089	SRR5950379	PRJNA398089	SRR5935845	human_gut
CSM7KOTS	PRJNA398089	SRR5950380	PRJNA398089	SRR5950688	human_gut
PSMA265F	PRJNA398089	SRR5950381	PRJNA398089	SRR5946806	human_gut
HSMA33LB	PRJNA398089	SRR5950382	PRJNA398089	SRR5947067	human_gut
MSMA26AX	PRJNA398089	SRR5950383	PRJNA398089	SRR5947066	human_gut
MSM9VZHF	PRJNA398089	SRR5950384	PRJNA398089	SRR5946895	human_gut
PSMA265H	PRJNA398089	SRR5950385	PRJNA398089	SRR5946896	human_gut
HSMA33KU	PRJNA398089	SRR5950386	PRJNA398089	SRR5946900	human_gut
PSMA265B	PRJNA398089	SRR5950387	PRJNA398089	SRR5946901	human_gut
PSMA265T	PRJNA398089	SRR5950388	PRJNA398089	SRR5946897	human_gut
PSMA266M	PRJNA398089	SRR5950389	PRJNA398089	SRR5946899	human_gut
MSM9VZL9	PRJNA398089	SRR5950390	PRJNA398089	SRR5946923	human_gut
PSMA267J	PRJNA398089	SRR5950391	PRJNA398089	SRR5947065	human_gut
MSMA26EJ	PRJNA398089	SRR5950392	PRJNA398089	SRR5947064	human_gut
HSMA33MZ	PRJNA398089	SRR5950393	PRJNA398089	SRR5946963	human_gut
MSM9VZNL	PRJNA398089	SRR5950394	PRJNA398089	SRR5946966	human_gut
PSMA266U	PRJNA398089	SRR5950395	PRJNA398089	SRR5946810	human_gut
PSM7J13E	PRJNA398089	SRR5950396	PRJNA398089	SRR5935824	human_gut
PSM7J141	PRJNA398089	SRR5950397	PRJNA398089	SRR5935823	human_gut
MSM9VZOG	PRJNA398089	SRR5950398	PRJNA398089	SRR5935849	human_gut
MSM9VZF5	PRJNA398089	SRR5950399	PRJNA398089	SRR5935898	human_gut
CSM7KOUN	PRJNA398089	SRR5950400	PRJNA398089	SRR5950694	human_gut
HSM7J4NU	PRJNA398089	SRR5950401	PRJNA398089	SRR5946964	human_gut
HSM7J4KA	PRJNA398089	SRR5950402	PRJNA398089	SRR5935821	human_gut
PSM7J16Y	PRJNA398089	SRR5950403	PRJNA398089	SRR5935820	human_gut
HSMA33JB	PRJNA398089	SRR5950404	PRJNA398089	SRR5946928	human_gut
MSM9VZOS	PRJNA398089	SRR5950405	PRJNA398089	SRR5946927	human_gut
MSMA26EH	PRJNA398089	SRR5950406	PRJNA398089	SRR5946655	human_gut
MSM9VZHN	PRJNA398089	SRR5950407	PRJNA398089	SRR5946670	human_gut
HSMA33MA	PRJNA398089	SRR5950408	PRJNA398089	SRR5946906	human_gut
MSM9VZJ3	PRJNA398089	SRR5950409	PRJNA398089	SRR5946902	human_gut
MSM9VZHX	PRJNA398089	SRR5950410	PRJNA398089	SRR5946672	human_gut
PSMA263W	PRJNA398089	SRR5950411	PRJNA398089	SRR5946673	human_gut
PSMA265J	PRJNA398089	SRR5950412	PRJNA398089	SRR5946610	human_gut
HSMA33OJ	PRJNA398089	SRR5950413	PRJNA398089	SRR5946675	human_gut
HSMA33OV	PRJNA398089	SRR5950414	PRJNA398089	SRR5946739	human_gut
PSMA266Y	PRJNA398089	SRR5950415	PRJNA398089	SRR5946904	human_gut
MSM9VZIQ	PRJNA398089	SRR5950416	PRJNA398089	SRR5946903	human_gut
PSM7J14P	PRJNA398089	SRR5950417	PRJNA398089	SRR5946859	human_gut
HSMA33IE	PRJNA398089	SRR5950418	PRJNA398089	SRR5946860	human_gut
PSM7J154	PRJNA398089	SRR5950419	PRJNA398089	SRR5946861	human_gut
MSM9VZLJ	PRJNA398089	SRR5950420	PRJNA398089	SRR5946971	human_gut
HSMA33NO	PRJNA398089	SRR5950421	PRJNA398089	SRR5946972	human_gut
MSM9VZOY	PRJNA398089	SRR5950422	PRJNA398089	SRR5946968	human_gut
MSM9VZMU	PRJNA398089	SRR5950423	PRJNA398089	SRR5946969	human_gut
PSM7J15Q	PRJNA398089	SRR5950424	PRJNA398089	SRR5946970	human_gut
CSM7KORG	PRJNA398089	SRR5950425	PRJNA398089	SRR5950750	human_gut
MSM7J16J	PRJNA398089	SRR5950426	PRJNA398089	SRR5946965	human_gut
PSM7J15A	PRJNA398089	SRR5950427	PRJNA398089	SRR5935922	human_gut
MSM79H8L	PRJNA398089	SRR5950428	PRJNA398089	SRR5935924	human_gut
MSMB4LZ4	PRJNA398089	SRR5950429	PRJNA398089	SRR5946638	human_gut
CSM7KOTQ	PRJNA398089	SRR5950430	PRJNA398089	SRR5950604	human_gut
PSM7J14X	PRJNA398089	SRR5950431	PRJNA398089	SRR5935771	human_gut
HSM7J4OP	PRJNA398089	SRR5950432	PRJNA398089	SRR5935927	human_gut
HSM7J4NS	PRJNA398089	SRR5950433	PRJNA398089	SRR5935925	human_gut
CSM7KORK	PRJNA398089	SRR5950434	PRJNA398089	SRR5950600	human_gut
MSM9VZFR	PRJNA398089	SRR5950435	PRJNA398089	SRR5935929	human_gut
HSM7J4OE	PRJNA398089	SRR5950436	PRJNA398089	SRR5935928	human_gut
MSM9VZLN	PRJNA398089	SRR5950437	PRJNA398089	SRR5935926	human_gut
CSM9X1ZC	PRJNA398089	SRR5950438	PRJNA398089	SRR5950786	human_gut
MSMA26DO	PRJNA398089	SRR5950439	PRJNA398089	SRR5946955	human_gut
HSMA33MG	PRJNA398089	SRR5950440	PRJNA398089	SRR5946956	human_gut
HSMA33L1	PRJNA398089	SRR5950441	PRJNA398089	SRR5946960	human_gut
MSM9VZIU	PRJNA398089	SRR5950442	PRJNA398089	SRR5946961	human_gut
MSMA26ET	PRJNA398089	SRR5950443	PRJNA398089	SRR5946962	human_gut
HSMA33MS	PRJNA398089	SRR5950444	PRJNA398089	SRR5946959	human_gut
MSM9VZHT	PRJNA398089	SRR5950445	PRJNA398089	SRR5946952	human_gut
PSMA2675	PRJNA398089	SRR5950446	PRJNA398089	SRR5946953	human_gut
HSMA33PL	PRJNA398089	SRR5950447	PRJNA398089	SRR5946721	human_gut
MSM9VZPL	PRJNA398089	SRR5950448	PRJNA398089	SRR5946856	human_gut
CSMAG78W	PRJNA398089	SRR5950449	PRJNA398089	SRR5950490	human_gut
HSM7J4O9	PRJNA398089	SRR5950450	PRJNA398089	SRR5946857	human_gut
PSM7J161	PRJNA398089	SRR5950451	PRJNA398089	SRR5946864	human_gut
HSM7J4OT	PRJNA398089	SRR5950452	PRJNA398089	SRR5946863	human_gut
MSM9VZOK	PRJNA398089	SRR5950453	PRJNA398089	SRR5946866	human_gut
MSM9VZNX	PRJNA398089	SRR5950454	PRJNA398089	SRR5946862	human_gut
CSM7KOTU	PRJNA398089	SRR5950455	PRJNA398089	SRR5950754	human_gut
CSM7KOTK	PRJNA398089	SRR5950456	PRJNA398089	SRR5950760	human_gut
CSM7KOOF	PRJNA398089	SRR5950457	PRJNA398089	SRR5950761	human_gut
MSMA26DI	PRJNA398089	SRR5950458	PRJNA398089	SRR5946958	human_gut
PSMA266Q	PRJNA398089	SRR5950459	PRJNA398089	SRR5946957	human_gut
CSM9X21J	PRJNA398089	SRR5950460	PRJNA398089	SRR5950788	human_gut
MSMA26BB	PRJNA398089	SRR5950461	PRJNA398089	SRR5947072	human_gut
HSMA33NQ	PRJNA398089	SRR5950462	PRJNA398089	SRR5947076	human_gut
MSMA26EL	PRJNA398089	SRR5950463	PRJNA398089	SRR5947073	human_gut
MSMA26AZ	PRJNA398089	SRR5950464	PRJNA398089	SRR5947071	human_gut
HSMA33ME	PRJNA398089	SRR5950465	PRJNA398089	SRR5947068	human_gut
CSM9X21T	PRJNA398089	SRR5950466	PRJNA398089	SRR5950655	human_gut
MSM9VZGY	PRJNA398089	SRR5950467	PRJNA398089	SRR5947069	human_gut
MSM9VZI2	PRJNA398089	SRR5950468	PRJNA398089	SRR5947070	human_gut
CSM9X213	PRJNA398089	SRR5950469	PRJNA398089	SRR5950619	human_gut
MSM9VZLV	PRJNA398089	SRR5950470	PRJNA398089	SRR5947082	human_gut
PSM7J171	PRJNA398089	SRR5963912	PRJNA398089	SRR5946967	human_gut
PSM6XBVI	PRJNA398089	SRR5963913	PRJNA398089	SRR5936034	human_gut
PSM7J12D	PRJNA398089	SRR5963914	PRJNA398089	SRR5936150	human_gut
PSM6XBSO	PRJNA398089	SRR5963915	PRJNA398089	SRR5936032	human_gut
PSM6XBT3	PRJNA398089	SRR5963916	PRJNA398089	SRR5936057	human_gut
PSM6XBSI	PRJNA398089	SRR5963917	PRJNA398089	SRR5936074	human_gut
PSM6XBSM	PRJNA398089	SRR5963918	PRJNA398089	SRR5950713	human_gut
MSM79HDQ_TR	PRJNA398089	SRR5963920	PRJNA398089	SRR5962901	human_gut
MSM79HDG_TR	PRJNA398089	SRR5963921	PRJNA398089	SRR5962900	human_gut
MSM9VZEK_TR	PRJNA398089	SRR5963922	PRJNA398089	SRR5962903	human_gut
MSM9VZMA_TR	PRJNA398089	SRR5963923	PRJNA398089	SRR5962902	human_gut
PSMA265J_TR	PRJNA398089	SRR5963924	PRJNA398089	SRR5962904	human_gut
MSMA26AZ_TR	PRJNA398089	SRR5963925	PRJNA398089	SRR5962908	human_gut
HSMA33LH_TR	PRJNA398089	SRR5963926	PRJNA398089	SRR5962907	human_gut
MSM9VZNH_TR	PRJNA398089	SRR5963927	PRJNA398089	SRR5962906	human_gut
HSMA33RX_TR	PRJNA398089	SRR5963928	PRJNA398089	SRR5962885	human_gut
PSM6XBQY_TR	PRJNA398089	SRR5963929	PRJNA398089	SRR5962895	human_gut
CSM79HLA_TR	PRJNA398089	SRR5963930	PRJNA398089	SRR5962894	human_gut
HSM6XRVC_TR	PRJNA398089	SRR5963931	PRJNA398089	SRR5962893	human_gut
HSM5MD6A_TR	PRJNA398089	SRR5963932	PRJNA398089	SRR5962891	human_gut
PSM6XBRK_TR	PRJNA398089	SRR5963933	PRJNA398089	SRR5962890	human_gut
CSM67UEW_TR	PRJNA398089	SRR5963934	PRJNA398089	SRR5962889	human_gut
HSM67VEM_TR	PRJNA398089	SRR5963935	PRJNA398089	SRR5962892	human_gut
CSM67UDR_TR	PRJNA398089	SRR5963936	PRJNA398089	SRR5962888	human_gut
PSM6XBSU_TR	PRJNA398089	SRR5963937	PRJNA398089	SRR5962897	human_gut
MSM79HF9_TR	PRJNA398089	SRR5963938	PRJNA398089	SRR5962898	human_gut
PSM6XBRK	PRJNA398089	SRR5963939	PRJNA398089	SRR5935960	human_gut
PSM6XBQY	PRJNA398089	SRR5963940	PRJNA398089	SRR5935809	human_gut
MSMA26EP	PRJNA398089	SRR5963941	PRJNA398089	SRR5946720	human_gut
MSM9VZOW	PRJNA398089	SRR5963942	PRJNA398089	SRR5946733	human_gut
PSM6XBQU	PRJNA398089	SRR5963943	PRJNA398089	SRR5936007	human_gut
MSMAPC5Z	PRJNA398089	SRR5963944	PRJNA398089	SRR5946832	human_gut
MSM6J2M3	PRJNA398089	SRR5963945	PRJNA398089	SRR5935963	human_gut
MSM6J2K6	PRJNA398089	SRR5963946	PRJNA398089	SRR5935938	human_gut
MSM6J2Q1	PRJNA398089	SRR5963947	PRJNA398089	SRR5936013	human_gut
MSM6J2PS	PRJNA398089	SRR5963948	PRJNA398089	SRR5936231	human_gut
Amar_Carlsberg-38I-DV129-2-N2	PRJNA632343	SRR11781625	PRJNA632343	SRR11781636	snail_gut_microbiome
Amar_Carlsberg-38I-DV131-6-Intestine	PRJNA632343	SRR11781640	PRJNA632343	SRR11781639	snail_gut_microbiome
Amar_Carlsberg-38I-DV129-15-Intestine	PRJNA632343	SRR11781643	PRJNA632343	SRR11781642	snail_gut_microbiome
Amar_Carlsberg-38I-DV129-5-Intestine	PRJNA632343	SRR11781646	PRJNA632343	SRR11781645	snail_gut_microbiome
BATS_256_C3_1B	PRJNA242360	SRR1230757	PRJNA242360	SRR1230754	ocean
